item_id,is_correct,dataset,h0_total_persistence,h0_max_persistence,h0_n_bars,h0_persistence_entropy,h1_total_persistence,h1_max_persistence,h1_n_bars
gsm8k_0000,1,gsm8k_qwen7b,2.888519048690796,0.7720445394515991,4.0,1.385290064391227,0.0,0.0,0.0
gsm8k_0001,1,gsm8k_qwen7b,1.2338642477989197,0.7577687501907349,2.0,0.666858879084252,0.0,0.0,0.0
gsm8k_0002,0,gsm8k_qwen7b,6.681708037853241,0.9947722554206848,8.0,2.067406507403785,0.03157240152359009,0.03157240152359009,1.0
gsm8k_0003,1,gsm8k_qwen7b,5.484312951564789,0.9217628240585327,7.0,1.9381219675283092,0.11253279447555542,0.06742501258850098,2.0
gsm8k_0004,0,gsm8k_qwen7b,2.5843319296836853,0.737879753112793,4.0,1.3663096048252203,0.0070212483406066895,0.0070212483406066895,1.0
gsm8k_0005,1,gsm8k_qwen7b,4.566479027271271,0.8177152872085571,6.0,1.7891357004402366,0.0034873485565185547,0.0034873485565185547,1.0
gsm8k_0006,1,gsm8k_qwen7b,1.9197770953178406,0.6593829393386841,3.0,1.098382287258354,0.0,0.0,0.0
gsm8k_0007,0,gsm8k_qwen7b,7.599392294883728,1.0287704467773438,10.0,2.2892039940061903,0.0008186697959899902,0.0008186697959899902,1.0
gsm8k_0008,1,gsm8k_qwen7b,84.81719884628158,1.1184875965118408,131.0,4.82121248779076,3.3187869787216187,0.15829896926879883,86.0
gsm8k_0009,0,gsm8k_qwen7b,2.8089979887008667,0.8043250441551208,4.0,1.3819281240542383,0.0,0.0,0.0
gsm8k_0010,1,gsm8k_qwen7b,3.873920291662216,0.8171080946922302,6.0,1.7784579348269476,0.0,0.0,0.0
gsm8k_0011,0,gsm8k_qwen7b,3.125152289867401,0.9706063270568848,4.0,1.363301250662569,0.0006505846977233887,0.0006505846977233887,1.0
gsm8k_0012,0,gsm8k_qwen7b,5.802519381046295,1.0540939569473267,7.0,1.9298858089625972,0.04386723041534424,0.02388930320739746,2.0
gsm8k_0013,1,gsm8k_qwen7b,41.62281936151426,1.2079027891159058,54.0,3.9229873952856473,1.1527166366577148,0.148218035697937,31.0
gsm8k_0014,0,gsm8k_qwen7b,5.067054510116577,1.2141270637512207,6.0,1.766949375218331,0.0,0.0,0.0
gsm8k_0015,0,gsm8k_qwen7b,4.516765832901001,1.0408140420913696,5.0,1.6058991776352312,0.0,0.0,0.0
gsm8k_0016,0,gsm8k_qwen7b,6.687305569648743,1.3111134767532349,9.0,2.1490305544297064,0.12262940406799316,0.12262940406799316,1.0
gsm8k_0017,0,gsm8k_qwen7b,3.9818488508462906,0.8698601126670837,6.0,1.7321435417748048,0.0,0.0,0.0
gsm8k_0018,1,gsm8k_qwen7b,4.2551867961883545,0.8776372075080872,6.0,1.7783600004584423,0.07541251182556152,0.04332464933395386,2.0
gsm8k_0019,1,gsm8k_qwen7b,4.4755160212516785,0.9363886117935181,6.0,1.7763370977540067,0.0,0.0,0.0
gsm8k_0020,0,gsm8k_qwen7b,6.889233589172363,0.8212243318557739,10.0,2.2968681031158527,0.0,0.0,0.0
gsm8k_0021,0,gsm8k_qwen7b,4.844317853450775,0.8632825016975403,7.0,1.9177267939698024,0.0,0.0,0.0
gsm8k_0022,1,gsm8k_qwen7b,4.319613814353943,0.937917172908783,6.0,1.7770006763447417,0.02176058292388916,0.02176058292388916,1.0
gsm8k_0023,1,gsm8k_qwen7b,53.814590603113174,1.1818339824676514,74.0,4.261252471094581,1.027330458164215,0.14178413152694702,33.0
gsm8k_0024,1,gsm8k_qwen7b,1.3975127935409546,0.9138832092285156,2.0,0.64497631916306,0.0,0.0,0.0
gsm8k_0025,1,gsm8k_qwen7b,5.9846068024635315,0.9641280174255371,7.0,1.9408219113083938,0.01848745346069336,0.01848745346069336,1.0
gsm8k_0026,1,gsm8k_qwen7b,30.14682501554489,1.170755386352539,38.0,3.617809628591393,0.7080469727516174,0.13563698530197144,14.0
gsm8k_0027,0,gsm8k_qwen7b,5.066620409488678,0.9205958843231201,6.0,1.78989994448582,0.011115074157714844,0.011115074157714844,1.0
gsm8k_0028,1,gsm8k_qwen7b,3.0764508843421936,0.9090667963027954,4.0,1.376061027273793,0.0,0.0,0.0
gsm8k_0029,1,gsm8k_qwen7b,4.274087011814117,0.9905731081962585,6.0,1.7662667591021242,0.0036983489990234375,0.0036983489990234375,1.0
gsm8k_0030,1,gsm8k_qwen7b,6.738901674747467,1.0699613094329834,8.0,2.0658892272141927,0.0,0.0,0.0
gsm8k_0031,1,gsm8k_qwen7b,7.129286468029022,0.9896154403686523,9.0,2.179667828919088,0.07055497169494629,0.07055497169494629,1.0
gsm8k_0032,1,gsm8k_qwen7b,3.3397162556648254,0.9043453931808472,4.0,1.3834464694106274,0.0,0.0,0.0
gsm8k_0033,1,gsm8k_qwen7b,9.622078001499176,1.003241777420044,13.0,2.5437852644387466,0.076590895652771,0.05333685874938965,2.0
gsm8k_0034,1,gsm8k_qwen7b,2.645343005657196,0.7280659675598145,4.0,1.3810155893572906,0.05799710750579834,0.05799710750579834,1.0
gsm8k_0035,0,gsm8k_qwen7b,2.8733821511268616,1.0524405241012573,4.0,1.3393220482930297,0.0,0.0,0.0
gsm8k_0036,0,gsm8k_qwen7b,1.8303420543670654,0.9999790191650391,2.0,0.6888472412590593,0.0,0.0,0.0
gsm8k_0037,0,gsm8k_qwen7b,3.224343419075012,0.9587302207946777,4.0,1.3745531333563823,0.0,0.0,0.0
gsm8k_0038,1,gsm8k_qwen7b,47.386147171258926,1.1976150274276733,66.0,4.141653109700239,1.116982638835907,0.17655056715011597,32.0
gsm8k_0039,1,gsm8k_qwen7b,41.69054087996483,1.181983232498169,59.0,4.037772958928886,0.9403261542320251,0.10443681478500366,24.0
gsm8k_0040,1,gsm8k_qwen7b,1.3902058601379395,0.778938889503479,2.0,0.6858561276553404,0.0,0.0,0.0
gsm8k_0041,1,gsm8k_qwen7b,2.7358152866363525,0.7673069834709167,4.0,1.3828412782490431,0.0,0.0,0.0
gsm8k_0042,1,gsm8k_qwen7b,2.653027892112732,0.9473037123680115,3.0,1.0968280216186306,0.0,0.0,0.0
gsm8k_0043,0,gsm8k_qwen7b,5.260194480419159,0.9604676961898804,7.0,1.9253048928790024,0.040502727031707764,0.040502727031707764,1.0
gsm8k_0044,1,gsm8k_qwen7b,5.076484978199005,0.9903176426887512,6.0,1.7853760172816138,0.012852907180786133,0.012852907180786133,1.0
